2025-06-01T18:19:07.374013
[INFO] Getting and transforming the data...
[INFO] Training set size = 60000, Test set size = 10000
[INFO] Using device: cuda
[INFO] Data directory: /home/admin/.cache/ml/datasets/neuronal-decay, Results directory: ./out/results, Logs directory: ./out/logs
[INFO] Hyperparameters: batch_size=512, rotations=(0, 80, 160), learning_rate=0.001, n_batches_per_task=500, test_size=2000, n_neurons=2048, decay_lambda=1e-05
[INFO] Domain variables: n_tasks=3, n_classes=10, img_n_channels=1, img_size=28
~~~~~~~~~~~~~~~~~~~ Running experiment 1~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.300141 | Test accuracy (task 1): 17.97% | Batch: 0
Training loss: 0.297946 | Test accuracy (task 1): 94.34% | Batch: 50
Training loss: 0.157294 | Test accuracy (task 1): 94.68% | Batch: 75
Training loss: 0.166381 | Test accuracy (task 1): 96.53% | Batch: 100
Training loss: 0.120185 | Test accuracy (task 1): 96.24% | Batch: 125
Training loss: 0.076760 | Test accuracy (task 1): 97.17% | Batch: 150
Training loss: 0.093996 | Test accuracy (task 1): 97.61% | Batch: 175
Training loss: 0.054591 | Test accuracy (task 1): 97.80% | Batch: 200
Training loss: 0.047071 | Test accuracy (task 1): 97.07% | Batch: 225
Training loss: 0.072615 | Test accuracy (task 1): 97.51% | Batch: 250
Training loss: 0.042912 | Test accuracy (task 1): 97.36% | Batch: 275
Training loss: 0.045367 | Test accuracy (task 1): 97.71% | Batch: 300
Training loss: 0.054700 | Test accuracy (task 1): 97.51% | Batch: 325
Training loss: 0.046548 | Test accuracy (task 1): 97.75% | Batch: 350
Training loss: 0.030898 | Test accuracy (task 1): 97.02% | Batch: 375
Training loss: 0.039911 | Test accuracy (task 1): 97.85% | Batch: 400
Training loss: 0.049691 | Test accuracy (task 1): 97.80% | Batch: 425
Training loss: 0.033250 | Test accuracy (task 1): 97.95% | Batch: 450
Training loss: 0.020861 | Test accuracy (task 1): 98.05% | Batch: 475
==================== Training on task 2 ====================
Training loss: 3.681141 | Test accuracy (task 1): 97.07% | Batch: 0
Training loss: 0.193600 | Test accuracy (task 1): 95.31% | Batch: 25
Training loss: 0.154341 | Test accuracy (task 1): 97.36% | Batch: 50
Training loss: 0.082134 | Test accuracy (task 1): 97.80% | Batch: 75
Training loss: 0.083261 | Test accuracy (task 1): 98.58% | Batch: 100
Training loss: 0.074344 | Test accuracy (task 1): 98.05% | Batch: 125
Training loss: 0.045861 | Test accuracy (task 1): 97.51% | Batch: 150
Training loss: 0.065957 | Test accuracy (task 1): 97.31% | Batch: 175
Training loss: 0.069143 | Test accuracy (task 1): 97.46% | Batch: 200
Training loss: 0.037445 | Test accuracy (task 1): 97.36% | Batch: 225
Training loss: 0.056052 | Test accuracy (task 1): 97.85% | Batch: 250
Training loss: 0.027047 | Test accuracy (task 1): 97.31% | Batch: 275
Training loss: 0.055255 | Test accuracy (task 1): 97.71% | Batch: 300
Training loss: 0.029663 | Test accuracy (task 1): 98.10% | Batch: 325
Training loss: 0.021529 | Test accuracy (task 1): 98.29% | Batch: 350
Training loss: 0.019191 | Test accuracy (task 1): 97.61% | Batch: 375
Training loss: 0.029675 | Test accuracy (task 1): 97.66% | Batch: 400
Training loss: 0.029096 | Test accuracy (task 1): 97.71% | Batch: 425
Training loss: 0.022075 | Test accuracy (task 1): 97.75% | Batch: 450
Training loss: 0.024580 | Test accuracy (task 1): 97.85% | Batch: 475
==================== Training on task 3 ====================
Training loss: 2.387560 | Test accuracy (task 1): 97.66% | Batch: 0
Training loss: 0.154011 | Test accuracy (task 1): 95.41% | Batch: 25
Training loss: 0.097516 | Test accuracy (task 1): 96.94% | Batch: 50
Training loss: 0.063351 | Test accuracy (task 1): 97.53% | Batch: 75
Training loss: 0.070637 | Test accuracy (task 1): 97.49% | Batch: 100
Training loss: 0.056581 | Test accuracy (task 1): 97.14% | Batch: 125
Training loss: 0.043224 | Test accuracy (task 1): 97.36% | Batch: 150
Training loss: 0.049366 | Test accuracy (task 1): 97.62% | Batch: 175
Training loss: 0.036374 | Test accuracy (task 1): 97.82% | Batch: 200
Training loss: 0.039300 | Test accuracy (task 1): 97.59% | Batch: 225
Training loss: 0.030840 | Test accuracy (task 1): 97.56% | Batch: 250
Training loss: 0.036506 | Test accuracy (task 1): 97.66% | Batch: 275
Training loss: 0.028236 | Test accuracy (task 1): 97.82% | Batch: 300
Training loss: 0.024681 | Test accuracy (task 1): 97.79% | Batch: 325
Training loss: 0.024490 | Test accuracy (task 1): 97.53% | Batch: 350
Training loss: 0.020619 | Test accuracy (task 1): 97.82% | Batch: 375
Training loss: 0.018595 | Test accuracy (task 1): 97.23% | Batch: 400
Training loss: 0.023690 | Test accuracy (task 1): 97.88% | Batch: 425
Training loss: 0.016237 | Test accuracy (task 1): 97.95% | Batch: 450
Training loss: 0.019810 | Test accuracy (task 1): 97.92% | Batch: 475
Experiment 13 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 14~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.534624 | Test accuracy (task 1): 12.60% | Batch: 0
Training loss: 0.494560 | Test accuracy (task 1): 94.24% | Batch: 25
Training loss: 0.286611 | Test accuracy (task 1): 96.58% | Batch: 50
Training loss: 0.255262 | Test accuracy (task 1): 96.53% | Batch: 75
Training loss: 0.216251 | Test accuracy (task 1): 97.27% | Batch: 100
Training loss: 0.187998 | Test accuracy (task 1): 97.41% | Batch: 125
Training loss: 0.168569 | Test accuracy (task 1): 98.00% | Batch: 150
Training loss: 0.147443 | Test accuracy (task 1): 97.85% | Batch: 175
Training loss: 0.134422 | Test accuracy (task 1): 97.66% | Batch: 200
Training loss: 0.114206 | Test accuracy (task 1): 97.41% | Batch: 225
Training loss: 0.137052 | Test accuracy (task 1): 97.46% | Batch: 250
Training loss: 0.087276 | Test accuracy (task 1): 97.75% | Batch: 275
Training loss: 0.071285 | Test accuracy (task 1): 98.10% | Batch: 300
Training loss: 0.091970 | Test accuracy (task 1): 97.41% | Batch: 325
Training loss: 0.072910 | Test accuracy (task 1): 97.61% | Batch: 350
Training loss: 0.077142 | Test accuracy (task 1): 97.75% | Batch: 375
Training loss: 0.069968 | Test accuracy (task 1): 97.95% | Batch: 400
Training loss: 0.073013 | Test accuracy (task 1): 98.78% | Batch: 425
Training loss: 0.076322 | Test accuracy (task 1): 97.22% | Batch: 450
Training loss: 0.069657 | Test accuracy (task 1): 97.90% | Batch: 475
==================== Training on task 2 ====================
Training loss: 2.235142 | Test accuracy (task 1): 98.10% | Batch: 0
Training loss: 0.217947 | Test accuracy (task 1): 97.46% | Batch: 25
Training loss: 0.188810 | Test accuracy (task 1): 97.80% | Batch: 50
Training loss: 0.147266 | Test accuracy (task 1): 97.46% | Batch: 75
Training loss: 0.139011 | Test accuracy (task 1): 97.36% | Batch: 100
Training loss: 0.160834 | Test accuracy (task 1): 96.97% | Batch: 125
Training loss: 0.140774 | Test accuracy (task 1): 97.75% | Batch: 150
Training loss: 0.117916 | Test accuracy (task 1): 97.80% | Batch: 175
Training loss: 0.114242 | Test accuracy (task 1): 97.90% | Batch: 200
Training loss: 0.097864 | Test accuracy (task 1): 98.24% | Batch: 225
Training loss: 0.089259 | Test accuracy (task 1): 97.56% | Batch: 250
Training loss: 0.087393 | Test accuracy (task 1): 97.66% | Batch: 275
Training loss: 0.078547 | Test accuracy (task 1): 97.95% | Batch: 300
Training loss: 0.075537 | Test accuracy (task 1): 97.31% | Batch: 325
Training loss: 0.076176 | Test accuracy (task 1): 98.14% | Batch: 350
Training loss: 0.073422 | Test accuracy (task 1): 97.66% | Batch: 375
Training loss: 0.082669 | Test accuracy (task 1): 97.80% | Batch: 400
Training loss: 0.059827 | Test accuracy (task 1): 97.61% | Batch: 425
Training loss: 0.061310 | Test accuracy (task 1): 97.75% | Batch: 450
Training loss: 0.060300 | Test accuracy (task 1): 97.71% | Batch: 475
==================== Training on task 3 ====================
Training loss: 1.200638 | Test accuracy (task 1): 97.10% | Batch: 0
Training loss: 0.223648 | Test accuracy (task 1): 96.55% | Batch: 25
Training loss: 0.159464 | Test accuracy (task 1): 97.04% | Batch: 50
Training loss: 0.143960 | Test accuracy (task 1): 96.78% | Batch: 75
Training loss: 0.143436 | Test accuracy (task 1): 97.43% | Batch: 100
Training loss: 0.138364 | Test accuracy (task 1): 96.91% | Batch: 125
Training loss: 0.112248 | Test accuracy (task 1): 97.14% | Batch: 150
Training loss: 0.105433 | Test accuracy (task 1): 97.17% | Batch: 175
Training loss: 0.097667 | Test accuracy (task 1): 96.74% | Batch: 200
Training loss: 0.095768 | Test accuracy (task 1): 97.56% | Batch: 225
Training loss: 0.092819 | Test accuracy (task 1): 97.53% | Batch: 250
Training loss: 0.085636 | Test accuracy (task 1): 97.36% | Batch: 275
Training loss: 0.075765 | Test accuracy (task 1): 97.10% | Batch: 300
Training loss: 0.078075 | Test accuracy (task 1): 97.66% | Batch: 325
Training loss: 0.078987 | Test accuracy (task 1): 97.17% | Batch: 350
Training loss: 0.072973 | Test accuracy (task 1): 97.27% | Batch: 375
Training loss: 0.073415 | Test accuracy (task 1): 97.49% | Batch: 400
Training loss: 0.070176 | Test accuracy (task 1): 96.94% | Batch: 425
Training loss: 0.077301 | Test accuracy (task 1): 97.14% | Batch: 450
Training loss: 0.066224 | Test accuracy (task 1): 96.78% | Batch: 475
Experiment 14 done!
[INFO] Saving results to ./out/results/results_948129.json
ALL EXPERIMENTS DONE!
2025-06-01T20:54:28.671108
[INFO] Getting and transforming the data...
[INFO] Training set size = 60000, Test set size = 10000
[INFO] Using device: cuda
[INFO] Data directory: /home/admin/.cache/ml/datasets/neuronal-decay, Results directory: ./out/results, Logs directory: ./out/logs
[INFO] Hyperparameters: batch_size=512, rotations=(0, 80, 160), learning_rate=0.001, n_batches_per_task=500, test_size=2000, n_neurons=2048, decay_lambda=1e-05
[INFO] Domain variables: n_tasks=3, n_classes=10, img_n_channels=1, img_size=28
~~~~~~~~~~~~~~~~~~~ Running experiment 1~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.305376 | Test accuracy (task 1): 08.25% | Batch: 0
Training loss: 0.350457 | Test accuracy (task 1): 91.11% | Batch: 25
Training loss: 0.197227 | Test accuracy (task 1): 94.04% | Batch: 50
Training loss: 0.135361 | Test accuracy (task 1): 94.92% | Batch: 75
Training loss: 0.110987 | Test accuracy (task 1): 96.58% | Batch: 100
Training loss: 0.118447 | Test accuracy (task 1): 96.19% | Batch: 125
Training loss: 0.079044 | Test accuracy (task 1): 96.73% | Batch: 150
Training loss: 0.075437 | Test accuracy (task 1): 96.58% | Batch: 175
Training loss: 0.107104 | Test accuracy (task 1): 97.17% | Batch: 200
Training loss: 0.111384 | Test accuracy (task 1): 97.12% | Batch: 225
Training loss: 0.038279 | Test accuracy (task 1): 97.17% | Batch: 250
Training loss: 0.072599 | Test accuracy (task 1): 96.00% | Batch: 275
Training loss: 0.042782 | Test accuracy (task 1): 97.46% | Batch: 300
Training loss: 0.066247 | Test accuracy (task 1): 97.71% | Batch: 325
Training loss: 0.021111 | Test accuracy (task 1): 97.85% | Batch: 350
Training loss: 0.066438 | Test accuracy (task 1): 97.27% | Batch: 375
Training loss: 0.041305 | Test accuracy (task 1): 97.61% | Batch: 400
Training loss: 0.031022 | Test accuracy (task 1): 97.90% | Batch: 425
Training loss: 0.024319 | Test accuracy (task 1): 97.95% | Batch: 450
Training loss: 0.018036 | Test accuracy (task 1): 98.34% | Batch: 475
==================== Training on task 2 ====================
Training loss: 4.060837 | Test accuracy (task 1): 98.24% | Batch: 0
Training loss: 0.187849 | Test accuracy (task 1): 95.36% | Batch: 25
Training loss: 0.148781 | Test accuracy (task 1): 97.17% | Batch: 50
Training loss: 0.120914 | Test accuracy (task 1): 97.31% | Batch: 75
Training loss: 0.080470 | Test accuracy (task 1): 97.02% | Batch: 100
Training loss: 0.078755 | Test accuracy (task 1): 98.00% | Batch: 125
Training loss: 0.061005 | Test accuracy (task 1): 97.80% | Batch: 150
Training loss: 0.057442 | Test accuracy (task 1): 97.27% | Batch: 175
Training loss: 0.045092 | Test accuracy (task 1): 97.66% | Batch: 200
Training loss: 0.047909 | Test accuracy (task 1): 97.61% | Batch: 225
Training loss: 0.046374 | Test accuracy (task 1): 98.34% | Batch: 250
Training loss: 0.033261 | Test accuracy (task 1): 97.17% | Batch: 275
Training loss: 0.032604 | Test accuracy (task 1): 97.90% | Batch: 300
Training loss: 0.028291 | Test accuracy (task 1): 98.05% | Batch: 325
Training loss: 0.022789 | Test accuracy (task 1): 97.61% | Batch: 350
Training loss: 0.029064 | Test accuracy (task 1): 97.71% | Batch: 375
Training loss: 0.025127 | Test accuracy (task 1): 98.49% | Batch: 400
Training loss: 0.021212 | Test accuracy (task 1): 97.85% | Batch: 425
Training loss: 0.027741 | Test accuracy (task 1): 98.14% | Batch: 450
Training loss: 0.019034 | Test accuracy (task 1): 97.71% | Batch: 475
==================== Training on task 3 ====================
Training loss: 2.239209 | Test accuracy (task 1): 97.85% | Batch: 0
Training loss: 0.160574 | Test accuracy (task 1): 95.48% | Batch: 25
Training loss: 0.085911 | Test accuracy (task 1): 97.23% | Batch: 50
Training loss: 0.084976 | Test accuracy (task 1): 96.84% | Batch: 75
Training loss: 0.066579 | Test accuracy (task 1): 97.33% | Batch: 100
Training loss: 0.059355 | Test accuracy (task 1): 97.69% | Batch: 125
Training loss: 0.048180 | Test accuracy (task 1): 97.69% | Batch: 150
Training loss: 0.047218 | Test accuracy (task 1): 97.88% | Batch: 175
Training loss: 0.027107 | Test accuracy (task 1): 97.98% | Batch: 200
Training loss: 0.029470 | Test accuracy (task 1): 97.49% | Batch: 225
Training loss: 0.035295 | Test accuracy (task 1): 97.36% | Batch: 250
Training loss: 0.030979 | Test accuracy (task 1): 97.85% | Batch: 275
Training loss: 0.019789 | Test accuracy (task 1): 97.88% | Batch: 300
Training loss: 0.024507 | Test accuracy (task 1): 97.75% | Batch: 325
Training loss: 0.033986 | Test accuracy (task 1): 98.14% | Batch: 350
Training loss: 0.017404 | Test accuracy (task 1): 97.95% | Batch: 375
Training loss: 0.022379 | Test accuracy (task 1): 97.66% | Batch: 400
Training loss: 0.013738 | Test accuracy (task 1): 97.56% | Batch: 425
Training loss: 0.012770 | Test accuracy (task 1): 97.88% | Batch: 450
Training loss: 0.016794 | Test accuracy (task 1): 97.62% | Batch: 475
Experiment 1 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 2~~~~~~~~~~~~~~~~~~~~
==================== Training on task 1 ====================
Training loss: 2.301293 | Test accuracy (task 1): 08.74% | Batch: 0
Training loss: 0.263946 | Test accuracy (task 1): 91.60% | Batch: 25
Training loss: 0.230083 | Test accuracy (task 1): 94.19% | Batch: 50
Training loss: 0.141355 | Test accuracy (task 1): 94.92% | Batch: 75
Training loss: 0.127818 | Test accuracy (task 1): 96.73% | Batch: 100
Training loss: 0.115661 | Test accuracy (task 1): 95.95% | Batch: 125
Training loss: 0.082477 | Test accuracy (task 1): 96.44% | Batch: 150
Training loss: 0.089797 | Test accuracy (task 1): 97.27% | Batch: 175
Training loss: 0.076284 | Test accuracy (task 1): 97.07% | Batch: 200
Training loss: 0.053999 | Test accuracy (task 1): 97.22% | Batch: 225
Training loss: 0.096104 | Test accuracy (task 1): 96.92% | Batch: 250
Training loss: 0.080058 | Test accuracy (task 1): 97.66% | Batch: 275
Training loss: 0.047643 | Test accuracy (task 1): 97.85% | Batch: 300
Training loss: 0.039666 | Test accuracy (task 1): 96.97% | Batch: 325
Training loss: 0.045110 | Test accuracy (task 1): 97.85% | Batch: 350
Training loss: 0.036224 | Test accuracy (task 1): 97.66% | Batch: 375
Training loss: 0.026094 | Test accuracy (task 1): 97.61% | Batch: 400
Training loss: 0.048705 | Test accuracy (task 1): 97.71% | Batch: 425
Training loss: 0.060586 | Test accuracy (task 1): 96.92% | Batch: 450
Training loss: 0.022804 | Test accuracy (task 1): 97.90% | Batch: 475
==================== Training on task 2 ====================
Training loss: 8.311880 | Test accuracy (task 1): 98.14% | Batch: 0
Training loss: 0.210624 | Test accuracy (task 1): 27.25% | Batch: 25
Training loss: 0.142065 | Test accuracy (task 1): 28.17% | Batch: 50
Training loss: 0.112600 | Test accuracy (task 1): 31.25% | Batch: 75
Training loss: 0.104918 | Test accuracy (task 1): 29.83% | Batch: 100
Training loss: 0.075756 | Test accuracy (task 1): 27.64% | Batch: 125
Training loss: 0.072506 | Test accuracy (task 1): 24.71% | Batch: 150
Training loss: 0.035327 | Test accuracy (task 1): 27.98% | Batch: 175
Training loss: 0.051249 | Test accuracy (task 1): 26.71% | Batch: 200
Training loss: 0.025528 | Test accuracy (task 1): 26.95% | Batch: 225
Training loss: 0.024040 | Test accuracy (task 1): 28.17% | Batch: 250
Training loss: 0.027519 | Test accuracy (task 1): 25.24% | Batch: 275
Training loss: 0.024173 | Test accuracy (task 1): 27.25% | Batch: 300
Training loss: 0.015290 | Test accuracy (task 1): 25.00% | Batch: 325
Training loss: 0.014945 | Test accuracy (task 1): 26.86% | Batch: 350
Training loss: 0.021210 | Test accuracy (task 1): 27.20% | Batch: 375
Training loss: 0.027205 | Test accuracy (task 1): 23.24% | Batch: 400
Training loss: 0.022082 | Test accuracy (task 1): 26.81% | Batch: 425
Training loss: 0.016681 | Test accuracy (task 1): 27.49% | Batch: 450
Training loss: 0.036458 | Test accuracy (task 1): 25.29% | Batch: 475
==================== Training on task 3 ====================
Training loss: 7.277290 | Test accuracy (task 1): 25.72% | Batch: 0
Training loss: 0.192288 | Test accuracy (task 1): 30.92% | Batch: 25
Training loss: 0.124244 | Test accuracy (task 1): 26.99% | Batch: 50
Training loss: 0.116376 | Test accuracy (task 1): 32.81% | Batch: 75
Training loss: 0.084764 | Test accuracy (task 1): 32.29% | Batch: 100
Training loss: 0.052501 | Test accuracy (task 1): 29.36% | Batch: 125
Training loss: 0.051938 | Test accuracy (task 1): 32.94% | Batch: 150
Training loss: 0.051876 | Test accuracy (task 1): 30.83% | Batch: 175
Training loss: 0.043777 | Test accuracy (task 1): 32.98% | Batch: 200
Training loss: 0.033054 | Test accuracy (task 1): 32.94% | Batch: 225
Training loss: 0.029960 | Test accuracy (task 1): 32.55% | Batch: 250
Training loss: 0.035378 | Test accuracy (task 1): 35.09% | Batch: 275
Training loss: 0.026710 | Test accuracy (task 1): 35.12% | Batch: 300
Training loss: 0.015241 | Test accuracy (task 1): 33.17% | Batch: 325
Training loss: 0.034943 | Test accuracy (task 1): 33.89% | Batch: 350
Training loss: 0.013149 | Test accuracy (task 1): 32.10% | Batch: 375
Training loss: 0.015708 | Test accuracy (task 1): 35.38% | Batch: 400
Training loss: 0.007838 | Test accuracy (task 1): 36.23% | Batch: 425
Training loss: 0.010071 | Test accuracy (task 1): 34.41% | Batch: 450
Training loss: 0.007985 | Test accuracy (task 1): 35.09% | Batch: 475
Experiment 2 done!
~~~~~~~~~~~~~~~~~~~ Running experiment 3~~~~~~~~~~~~~~~~~~~~
